# Ouro public API baseline fragment: practical workflow capabilities (workflow-workspace)
std/workflow.ouro	CommandResult	a7e4a4345b703ad8	std	public	# def CommandResult : Type
std/workflow.ouro	command_context_program	2781a753caf826f	std	public	# def command_context_program (ctx : CommandContext) : String
std/workflow.ouro	command_context_args	4df7038bc84e3c72	std	public	# def command_context_args (ctx : CommandContext) : Args
std/workflow.ouro	command_context_config	dc04259f73b8e882	std	public	# def command_context_config (ctx : CommandContext) : Config
std/workflow.ouro	command_context	c4c9108c00362931	std	public	# def command_context (program : String) (args : Args) (cfg : Config) : CommandContext
std/workflow.ouro	command_error_code	d0c044535de600fa	std	public	# def command_error_code (e : CommandError) : String
std/workflow.ouro	command_error_message	cc68d6195b2a0a6a	std	public	# def command_error_message (e : CommandError) : String
std/workflow.ouro	command_exit_code	845fd62b48df76fc	std	public	# def command_exit_code (e : CommandError) : Nat
std/workflow.ouro	command_ok	b1ade111677a61d9	std	public	# def command_ok (r : Report) : CommandResult
std/workflow.ouro	command_ok_message	4996492fd42e9439	std	public	# def command_ok_message (message : String) : CommandResult
std/workflow.ouro	command_fail	3a14056bd9776c63	std	public	# def command_fail (e : CommandError) : CommandResult
std/workflow.ouro	command_usage	c16050fb892c2cb0	std	public	# def command_usage (program : String) (shape : String) : CommandResult
std/workflow.ouro	command_lift_fs	67580e0c624ef880	std	public	# def command_lift_fs (A : Type) (r : Either FsError A) : Either CommandError A
std/workflow.ouro	command_lift_config	6c13c450ed0b8ca0	std	public	# def command_lift_config (A : Type) (r : Either ConfigError A) : Either CommandError A
std/workflow.ouro	command_lift_process	fe59481b4ad75854	std	public	# def command_lift_process (A : Type) (r : Either ProcessError A) : Either CommandError A
std/workflow.ouro	command_lift_validation	3fd2eae479ed497c	std	public	# def command_lift_validation (v : Validation String Unit) : Either CommandError Unit
std/workflow.ouro	command_report	30e3c848eb14a767	std	public	# def command_report (ctx : CommandContext) (body : Report) : Report
std/workflow.ouro	command_run_result	57fa34a29393c803	std	public	# def command_run_result (result : CommandResult) : IO Unit
std/workspace.ouro	workspace_root	d124ec66ec2c43d8	std	public	# def workspace_root (w : Workspace) : String
std/workspace.ouro	workspace_file	ce1c3d0779a30fc0	std	public	# def workspace_file (w : Workspace) (relative : String) : String
std/workspace.ouro	workspace_dir	3074c4531145a843	std	public	# def workspace_dir (w : Workspace) (relative : String) : String
std/workspace.ouro	workspace_make	1959c6ebcaa966a4	std	public	# def workspace_make (root : String) : IO (Either FsError Workspace)
std/workspace.ouro	workspace_ensure_dir	fa3a16ba8a0e91c2	std	public	# def workspace_ensure_dir (w : Workspace) (relative : String) : IO (Either FsError Unit)
std/workspace.ouro	workspace_read_text	398357bf97fe86a3	std	public	# def workspace_read_text (w : Workspace) (relative : String) : IO (Either FsError String)
std/workspace.ouro	workspace_write_text	fd940b50b5615fd0	std	public	# def workspace_write_text (w : Workspace) (relative : String) (content : String) : IO (Either FsError Unit)
std/workspace.ouro	workspace_write_lines	954f3f54c5936518	std	public	# def workspace_write_lines (w : Workspace) (relative : String) (lines : List String) : IO (Either FsError Unit)
std/workspace.ouro	workspace_list	8b54952a7775e640	std	public	# def workspace_list (w : Workspace) (relative : String) : IO (Either FsError (List String))
std/workspace.ouro	workspace_temp_path	1762bb54071137	std	public	# def workspace_temp_path (w : Workspace) (name : String) : String
std/workspace.ouro	workspace_timestamped_temp_path	4a2cbda92b7b55e5	std	public	# def workspace_timestamped_temp_path (w : Workspace) (prefix : String) (suffix : String) : IO String
std/workspace.ouro	workspace_write_temp_text	924dbdacea3fb41d	std	public	# def workspace_write_temp_text (w : Workspace) (prefix : String) (suffix : String) (content : String) : IO (Either FsError String)
std/workspace.ouro	fsx_backup_path	71d8800f35900dbc	std	public	# def fsx_backup_path (path : String) : String
std/workspace.ouro	fsx_backup_before_overwrite	d9f5fb10d979151c	std	public	# def fsx_backup_before_overwrite (path : String) : IO (Either FsError Unit)
std/workspace.ouro	fsx_write_backup_checked	589d8546a5d17835	std	public	# def fsx_write_backup_checked (path : String) (content : String) : IO (Either FsError Unit)
std/workspace.ouro	fsx_read_transform_write_checked	77649de4a0f730b5	std	public	# def fsx_read_transform_write_checked (src : String) (dst : String) (f : String -> String) : IO (Either FsError Unit)
std/workspace.ouro	fsx_list_files_filtered	c8b4f3e650924752	std	public	# def fsx_list_files_filtered (root : String) (p : String -> Bool) : IO (Either FsError (List String))
std/workspace.ouro	fsx_list_files_by_ext	af4a8d850c106d2c	std	public	# def fsx_list_files_by_ext (root : String) (ext : String) : IO (Either FsError (List String))
std/workspace.ouro	fsx_copy_one_under	677a2badcd8b4184	std	public	# def fsx_copy_one_under (src_root : String) (dst_root : String) (state : Either FsError Unit) (path : String) : IO (Either FsError Unit)
std/workspace.ouro	fsx_copy_tree_checked	829e349c4ac54cec	std	public	# def fsx_copy_tree_checked (src_root : String) (dst_root : String) : IO (Either FsError Unit)
std/workspace.ouro	fsx_remove_tree_checked	dcb19c5cadacedf2	std	public	# def fsx_remove_tree_checked (root : String) : IO (Either FsError Unit)
std/workspace.ouro	workspace_report	4d1ca83bcb385331	std	public	# def workspace_report (w : Workspace) : Report
