# Ouro public API baseline fragment: practical workflow capabilities (process-report)
std/processx.ouro	command_spec	9d7aa52aba00eda4	std	public	# def command_spec (program : String) (args : List String) : CommandSpec
std/processx.ouro	command_program	260bc6711c7b0c5e	std	public	# def command_program (cmd : CommandSpec) : String
std/processx.ouro	command_args	6e601b7a04168199	std	public	# def command_args (cmd : CommandSpec) : List String
std/processx.ouro	command_add_arg	17b1f478491b10ab	std	public	# def command_add_arg (cmd : CommandSpec) (arg : String) : CommandSpec
std/processx.ouro	command_add_args	1866d61628df2df	std	public	# def command_add_args (cmd : CommandSpec) (args : List String) : CommandSpec
std/processx.ouro	command_argv	135e859a44d8b0a	std	public	# def command_argv (cmd : CommandSpec) : List String
std/processx.ouro	command_render	1157419762b29832	std	public	# def command_render (cmd : CommandSpec) : String
std/processx.ouro	command_dry_run	6d834afe89dba1d3	std	public	# def command_dry_run (cmd : CommandSpec) : String
std/processx.ouro	process_run_spec	1c4af21681d113a5	std	public	# def process_run_spec (cmd : CommandSpec) : IO ProcResult
std/processx.ouro	process_run_spec_checked	af4a59df648c8da8	std	public	# def process_run_spec_checked (cmd : CommandSpec) : IO (Either ProcessError ProcResult)
std/processx.ouro	process_run_expected	71c2a187f0c9eb47	std	public	# def process_run_expected (cmd : CommandSpec) (expected : Nat) : IO (Either ProcessError ProcResult)
std/processx.ouro	process_stdout_checked	ade958e99c749e6e	std	public	# def process_stdout_checked (cmd : CommandSpec) : IO (Either ProcessError String)
std/processx.ouro	process_require_empty_stderr	2b219fdc52761baf	std	public	# def process_require_empty_stderr (cmd : CommandSpec) (result : ProcResult) : Either ProcessError ProcResult
std/processx.ouro	process_run_quiet_checked	fda5a08202f95adb	std	public	# def process_run_quiet_checked (cmd : CommandSpec) : IO (Either ProcessError ProcResult)
std/processx.ouro	process_plan_empty	d315909a2933f0e5	std	public	# def process_plan_empty : ProcessPlan
std/processx.ouro	process_plan_add	af5681146d5140c4	std	public	# def process_plan_add (plan : ProcessPlan) (cmd : CommandSpec) : ProcessPlan
std/processx.ouro	process_plan_commands	45ee6f6a0b1fffdc	std	public	# def process_plan_commands (plan : ProcessPlan) : List CommandSpec
std/processx.ouro	process_plan_render	6630c2f9cd437531	std	public	# def process_plan_render (plan : ProcessPlan) : String
std/processx.ouro	process_run_specs_checked	66e2d36d68085c24	std	public	# def process_run_specs_checked : List CommandSpec -> IO (Either ProcessError (List ProcResult))
std/processx.ouro	process_run_plan_checked	8d09549dce589cca	std	public	# def process_run_plan_checked (plan : ProcessPlan) : IO (Either ProcessError (List ProcResult))
std/report.ouro	duration_ms	964ee1a260b6d711	std	public	# def duration_ms (d : Duration) : Nat
std/report.ouro	duration_zero	cd0517b02f9ae3c1	std	public	# def duration_zero : Duration
std/report.ouro	duration_between	67b0bb931f26c66a	std	public	# def duration_between (start_ms : Nat) (finish_ms : Nat) : Duration
std/report.ouro	duration_show_ms	7de2fb0f7c9cdcf3	std	public	# def duration_show_ms (d : Duration) : String
std/report.ouro	time_now_string	1e280eabfc5d626f	std	public	# def time_now_string : IO String
std/report.ouro	time_nat_or_zero	6345665273f4ccb8	std	public	# def time_nat_or_zero (m : Maybe Nat) : Nat
std/report.ouro	time_now_nat	e9b17c1287a9f5d4	std	public	# def time_now_nat : IO (Maybe Nat)
std/report.ouro	time_elapsed	5a85f5a26e028d96	std	public	# def time_elapsed (A : Type) (act : IO A) : IO (Pair Duration A)
std/report.ouro	Report	462a8c02ebf50526	std	public	# def Report : Type
std/report.ouro	report_empty	ac491e0d7af3c696	std	public	# def report_empty : Report
std/report.ouro	report_pair	301da97d4c3cb75b	std	public	# def report_pair (key : String) (value : String) : Pair String String
std/report.ouro	report_add	4d2306e0269cdfaf	std	public	# def report_add (key : String) (value : String) (r : Report) : Report
std/report.ouro	report_add_nat	e088bc5f30b23fa9	std	public	# def report_add_nat (key : String) (value : Nat) (r : Report) : Report
std/report.ouro	report_add_bool	ea865fc1ca7dc41d	std	public	# def report_add_bool (key : String) (value : Bool) (r : Report) : Report
std/report.ouro	report_add_duration	f40563a2449e44cd	std	public	# def report_add_duration (key : String) (value : Duration) (r : Report) : Report
std/report.ouro	report_merge	7b8fa4321f2ed9be	std	public	# def report_merge (a : Report) (b : Report) : Report
std/report.ouro	report_render_pair	891c5d7cc817e33c	std	public	# def report_render_pair (p : Pair String String) : String
std/report.ouro	report_render	56a4aea4d7ad65ad	std	public	# def report_render (r : Report) : String
std/report.ouro	report_section	80c211519c6514e5	std	public	# def report_section (title : String) (body : String) : String
std/report.ouro	report_status	e88dd600f8e2031f	std	public	# def report_status (ok : Bool) : String
std/report.ouro	report_summary	e4dcefd5d3fc1f08	std	public	# def report_summary (ok : Nat) (warn : Nat) (err : Nat) : Report
std/report.ouro	report_from_pairs	a71939f3aa0d8136	std	public	# def report_from_pairs (pairs : List (Pair String String)) : Report
